,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
2330,Lund_01995,Estate,Property,Natural landscape,,,,,,,,Botanical Garden,i;. Bjarne Rosengrel, Sep 2017
2331,Lund_00851,Building,Landmark,Architecture,Estate,Tree,House,,,,,Lundagérd,@ Carsten Andreas, Feb 2018
2332,Lund_01808,Sky,Property,Building,Town,Real estate,Architecture,Vehicle,Urban area,Neighbourhood,,Lilla Coop,Hallgrimur Oskar,
2333,Lund_00645,Botany,Architecture,Water,,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
2334,Lund_01371,Building,Property,,,,,,,,,Daniel Danhejd,Daniel Danhejd, Apr 2018
2335,Lund_02876,Building,Architecture,Estate,Tree,Town,,,,,,Lundagérd 9,-& PN, Jul 2018
2336,Lund_03180,Residential area,Property,Architecture,Home,House,Building,,,,,,,
2337,Lund_00838,Estate,Mansion,Property,Building,Palace,Manor house,House,Stately home,,,Lundagérd,U\ G IR G, Sep 2015
2338,Lund_01949,Property,Cottage,House,Farmhouse,Building,Real estate,,,,,Kulturen,llona Haufe, Jul 2017
2339,Lund_02655,Transport,Architecture,Building,Sky,,,,,,,L E ),luz gloria albrekt:,
2340,Lund_02176,Town,Street,Human settlement,Building,,,,,,,Lund Cathedral ¢,H Helena Qin, May 2017
2341,Lund_01383,Building,Landmark,Architecture,Medieval architecture,Classical architecture,,,,,,Lundagérd,% LEVL GRGET ), Oct 2017
2342,Lund_02290,Body of water,Water resources,Nature,Water,Stream,Vegetation,Watercourse,Natural landscape,Riparian zone,Waterway,Rinnebiéck Gorge,",,% Daniel Nilsson", Jun 2018
2343,Lund_01240,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Historic site,Place of worship,Facade,Church,,[T T o1 T T T,melonhayes, Apr 2017
2344,Lund_00429,Landmark,Building,Property,Estate,Mansion,Architecture,Sky,House,Palace,,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
2345,Lund_01852,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Cathedral,Gothic architecture,Church,Urban area,Lund Cathedral,Copaceanu Cons, Sep 2016
2346,Lund_01540,Sky,Building,Yellow,,,,,,,,L E ),(UTEEIEY CERE, Sep 2017
2347,Lund_00458,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014
2348,Lund_01268,Building,House,Property,Estate,Mansion,Architecture,,,,,Lundagérd,@ ST EE ), Sep 2007
2349,Lund_00916,Garden,Botanical garden,Property,Botany,Estate,Shrub,,,,,Botanical Garden,@‘ Luiz Fernando Si,
2350,Lund_01794,Landmark,Architecture,Medieval architecture,Building,Sky,Cathedral,Gothic architecture,Place of worship,Classical architecture,,Lundagérd,Zackarias Soderl, Mar 2017
2351,Lund_00228,Landmark,Estate,Building,Château,Architecture,,,,,,Stadsparken ¢,Stadsparken ¢, Jun 2018
2352,Lund_00251,Landmark,Palace,Building,Estate,Architecture,Public space,City,Human settlement,Mansion,Sky,Lundagérd 9,6 JAE SRR, Jul 2012
2353,Lund_00373,Landmark,Medieval architecture,Building,Architecture,Spire,Place of worship,Classical architecture,Steeple,Church,Sky,[T L He 1 BT,ﬁj Narasimha Rao, Oct 2017
2354,Lund_00452,Classical architecture,Building,Landmark,Architecture,Property,Mansion,Estate,House,Palace,,Lundagérd 8,@ Martin Giles, Mar 2014
2355,Lund_00624,Estate,Mansion,Building,Property,Landmark,Palace,Architecture,Official residence,Stately home,House,[TV T,6 Mohammed Zaki, Aug 2012
2356,Lund_02634,Natural landscape,Nature,Leaf,Tree,Vegetation,Reflection,Pond,Autumn,Garden,Plant,Botanical Garden,ka Dennis Frank, Oct 2018
2357,Lund_00045,Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,,,. Robert Henger,. Robert Henger, Aug 2018
2358,Lund_00101,Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
2359,Lund_00972,Building,Estate,Palace,Mansion,Château,Property,Landmark,Stately home,Official residence,Architecture,Lundagérd,M Markku Latvala, Jun 2018
2360,Lund_02301,Land vehicle,Vehicle,Car,Town,Classic,Antique car,,,,,Hep Cat Store 3,Kjell Larsson, May 2013
2361,Lund_00754,Landmark,Building,Classical architecture,Architecture,Palace,Mansion,Estate,,,,Lundagérd &,% Melissa lisley, May 2017
2362,Lund_02201,Building,Property,Architecture,,,,,,,,(KL ETGR T ETY,Dorota Gebusia, Jun 2017
2363,Lund_01297,Classical architecture,Landmark,Architecture,Building,Flag,Sky,,,,,Lundagérd 3,%) Lise Galuga, Sep 2017
2364,Lund_01081,Landmark,Building,Architecture,Property,House,Estate,Wall,,,,L (LT T,‘ﬁ James Andrews,
2365,Lund_00065,Water,Landmark,Architecture,Tree,Fountain,Botany,,,,,6 Ales Stursa,6 Ales Stursa, Jul 2012
2366,Lund_01915,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2367,Lund_02076,Landmark,Estate,Property,Building,Architecture,Sky,Grass,Town,Public space,City,Bantorget 8,L 1T T, Mar 2017
2368,Lund_01605,Building,Landmark,Property,Town,Architecture,Neighbourhood,Residential area,Urban area,,,Lundagérd,“’ Adrian Popescu, Sep 2016
2369,Lund_02683,Property,House,Home,Tree,Building,,,,,,Shaon Mazi,Shaon Mazi, Apr 2017
2370,Lund_01840,Landmark,Sky,Tower,Tree,Architecture,Observation tower,,,,,Lundagérd,a Centar Prevencij:, Oct 2016
2371,Lund_01167,Body of water,Natural landscape,Bank,Water resources,Pond,Nature,Water,Watercourse,River,Natural environment,Stadsparken ¢,ﬂ Wiestaw Buda, May 2018
2372,Lund_00868,Property,Estate,Building,House,Manor house,Real estate,Home,,,,Botanical Garden,a ) anna tennring, Jun 2017
2373,Lund_01699,Fountain,Water,Water feature,,,,,,,,Stadsparken ¢,Stadsparken ¢, Jun 2018
2374,Lund_01532,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,Abdellah Maichn, Sep 2018
2375,Lund_01374,Property,House,Cottage,Building,Roof,Home,,,,,Kulturen 8,@ PP\, Jul 2016
2376,Lund_01066,Landmark,Building,Architecture,Sky,Town,Facade,City,Tower,,,Lund Cathedral,@ (LTI, Aug 2017
2377,Lund_01519,Building,Architecture,Landmark,Town,City,Property,Human settlement,Facade,Public space,,Lundagérd,Nika Jikurashvili, Sep 2018
2378,Lund_00879,Town,Building,Human settlement,City,Public space,Architecture,Town square,,,,Lundagérd,% LEVL GRGET ), Oct 2017
2379,Lund_01996,Estate,Building,Palace,,,,,,,,Lundagérd {,Bogdan Kostiv,
2380,Lund_00253,Château,Estate,Building,Property,Landmark,Stately home,Palace,Manor house,Architecture,Castle,Grand Hotel Lund,K  Kristian Rigbolt, Aug 2016
2381,Lund_02726,Grassland,Field,Plain,Sky,Prairie,Natural environment,Natural landscape,Paddy field,Agriculture,Grass,L TR TR,\ARYIE T EEG RV ED, Jun 2018
2382,Lund_02990,Room,Building,Interior design,,,,,,,,Klostergardens Rest,‘ Christopher Svar, Sep 2018
2383,Lund_03184,Estate,Property,Building,Mansion,Architecture,House,Official residence,Sky,Palace,Home,Lundagérd 9,@ Daniel Klein, Aug 2018
2384,Lund_01175,Landmark,Architecture,Building,Estate,,,,,,,Lund Cathedral,M. Rasmussen, Feb 2018
2385,Lund_02067,Property,Building,Architecture,House,Landmark,Facade,Real estate,Home,,,Lundagérd,é’h [T r VT,
2386,Lund_02515,Freshwater marsh,Natural landscape,Natural environment,Marsh,Nature reserve,Wetland,Bank,Fen,Tidal marsh,Salt marsh,Nobbelbvs mosse,M Maria Tracz, Jul 2017
2387,Lund_00212,Town,Tree,Neighbourhood,Sky,Architecture,House,Building,Street,,,,, Nov 2017
2388,Lund_00766,Building,Classical architecture,Architecture,Landmark,Palace,,,,,,Lundagérd &,.:@) Mario Hiibner, Jun 2014
2389,Lund_00285,Building,Estate,Landmark,Property,Mansion,Architecture,Palace,House,Château,Sky,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
2390,Lund_02527,Water resources,Public space,Water,,,,,,,,Rabysjon och Raby s,A ) Aliaksei Pukhavy, Aug 2017
2391,Lund_01969,Green,Sky,Property,House,Architecture,Building,Tree,Town,Grass,Estate,Bantorget S,I REIET T 8, Jun 2017
2392,Lund_01528,Natural landscape,Property,House,Waterway,Estate,Cottage,Water,,,,Botanical Garden,",{t Matthias Lauer", Jul 2017
2393,Lund_00398,Classical architecture,Landmark,Building,Architecture,Sky,Mansion,Estate,Palace,House,,Lundagérd 8,@ Martin Giles, Mar 2014
2394,Lund_01017,Medieval architecture,Classical architecture,Landmark,Architecture,Building,Place of worship,Cathedral,Gothic architecture,Sky,Facade,Akademibokhandeln,    , May 2017
2395,Lund_00913,Water,Water resources,Reflecting pool,Waterway,Architecture,Botany,,,,,Lundagérd,@) Habib ErRachici, May 2018
2396,Lund_02370,Gym,Physical fitness,Sport venue,Weights,Room,Strength training,Weight training,Exercise equipment,Flooring,Weightlifting machine,Actic Vikingahallen,ﬂ) Mr.Roman Lak, Jan 2018
2397,Lund_00839,Landmark,Sky,Building,Architecture,Church,Place of worship,Medieval architecture,,,,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
2398,Lund_02622,Residential area,Property,Architecture,Building,House,Apartment,Real estate,Facade,Neighbourhood,,HSB BRF Linero I Lui,9 Travel to, Apr 2017
2399,Lund_00316,Estate,Building,Landmark,Palace,Mansion,Classical architecture,Official residence,Architecture,Stately home,Château,Lundagérd,"@“,' Andrew Desmon", Mar 2016
2400,Lund_01800,Landmark,Classical architecture,Architecture,Building,Facade,,,,,,Kulturen,";9"" RN R R", Jul 2018
2401,Lund_00352,Landmark,Building,Medieval architecture,Architecture,Stately home,Castle,,,,,Lundagérd {,&: SERAP PEKER, Apr 2018
2402,Lund_00618,Building,Landmark,Architecture,Property,House,Estate,Mansion,,,,Sankt Lars sjukhus,6 IR DL, Aug 2017
2403,Lund_01784,Landmark,Architecture,Building,Medieval architecture,,,,,,,Lund Cathedral ¢,Neha Soni, Jan 2018
2404,Lund_02859,Estate,Property,Building,Mansion,House,Architecture,,,,,Lund Cathedral :,UIf Danielsson, Aug 2017
2405,Lund_02707,Water resources,Water,Sky,River,Bank,Waterway,Lake,Natural environment,Reservoir,,Rabysjon och Raby s,EEL\FETEEt], May 2018
2406,Lund_00541,Building,Estate,Palace,Mansion,Property,Stately home,Château,,,,Lundagérd,[ BRI TS, Sep 2016
2407,Lund_02573,Land lot,Vegetation,Natural environment,Plain,Grass,Grassland,,,,,Klosteréngshojden,Q Peter Nordensva, May 2018
2408,Lund_01072,Estate,Building,Property,Mansion,Palace,Stately home,,,,,Lundagérd,6‘ Jonathan Bryce,
2409,Lund_01398,Fountain,Daytime,Water feature,,,,,,,,Stadsparken,L) UIf Zimmermann, Aug 2018
2410,Lund_02224,Building,,,,,,,,,,- [I1ET T,Christoffer Norér, Jul 2016
2411,Lund_02188,Body of water,Water resources,Natural landscape,Riparian zone,Stream,Nature,Bank,Watercourse,Waterway,Water,Rinnebick Gorge 2,Cathrin Jung, Jul 2016
2412,Lund_01335,Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Facade,Church,Place of worship,Cathedral,Lund Cathedral,A Ayu Hjalmarsson, Aug 2017
2413,Lund_02417,Landmark,Architecture,Building,Wall,Church,Town,Medieval architecture,Sky,Facade,,Lund Cathedral,Birgit & P&r Sven, Aug 2018
2414,Lund_02841,Building,Property,Landmark,Estate,Palace,Mansion,Architecture,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
2415,Lund_01910,Building,Church,Place of worship,Architecture,Parish,,,,,,Allhelgonakyrkan ¢,"@,: saad al saifi", Jun 2016
2416,Lund_02471,Bovine,Pasture,Mammal,Grazing,Dairy cow,,,,,,Rinnebicksravinen!,j‘;}) Ingegerd Karlsso,
2417,Lund_01633,Architecture,Building,Medieval architecture,Landmark,Classical architecture,Place of worship,Cathedral,Gothic architecture,,,Lund Cathedral,Erik Sven Mauroy, Apr 2017
2418,Lund_00686,Building,Town,Château,Architecture,,,,,,,Bantorget 8,e BN ETETITE,
2419,Lund_02830,Town,Plaza,Building,Property,Town square,City,Public space,Human settlement,Neighbourhood,Mixed-use,BMC - Biomedical Cq,6 IR DL, Sep 2016
2420,Lund_01578,Medieval architecture,Building,Landmark,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,,Lund Cathedral :,Mikael Rojnert, Aug 2017
2421,Lund_01433,Estate,Building,Mansion,Property,Palace,Stately home,House,,,,Lundagérd,A) Arulselvi Selvaraj, Oct 2015
2422,Lund_01254,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2423,Lund_00004,Building,Landmark,Palace,Architecture,Mansion,Official residence,Estate,,,,6 JAE SRR,6 JAE SRR, Jul 2012
2424,Lund_01421,Building,Classical architecture,Landmark,Architecture,Palace,,,,,,Lundagérd,0 Joachim Maxein, Aug 2017
2425,Lund_03098,Tree,Natural landscape,Vegetation,Green,Sky,Plant,Woody plant,Spring,Natural environment,Grass,iKLINIK LUND,F ) Fredrik Pahisson,
2426,Lund_02871,Landmark,Estate,Building,,,,,,,,Lundagérd 8,(%) Lucila Cetin, Jul 2016
2427,Lund_01803,Medieval architecture,Architecture,Building,Landmark,Church,Place of worship,,,,,Lund Cathedral,Oldfich Kamensk, Aug 2018
2428,Lund_02681,Bank,Waterway,Water,Ditch,,,,,,,Rinnebick Gorge,A Adam Schill Collt, Jan 2017
2429,Lund_03061,Sky,Nature,Cloud,Water,Highland,Road,Natural environment,Water resources,Wilderness,Reflection,Bardisangrinden ¢,"Lund, Skane County h",
2430,Lund_00492,Landmark,Building,Château,Property,Palace,Architecture,Stately home,Estate,Tree,,Lund Cathedral,g b Per Pixel Peterss, Sep 2015
2431,Lund_02422,Nature,Reflection,Natural landscape,Property,Home,House,Water,,,,Kulturen,e S YD R E,
2432,Lund_00875,Estate,Building,Property,Mansion,House,Landmark,Palace,Manor house,Official residence,Architecture,Lundagérd c,‘3 Adam Fischer,
2433,Lund_01586,Building,Architecture,Medieval architecture,Church,Place of worship,,,,,,Lundagérd,Oldfich Kamensk, Aug 2018
2434,Lund_00647,Classical architecture,Building,Architecture,Landmark,Palace,,,,,,Lundagérd,Q‘* Alexandra Balab:, Jun 2014
2435,Lund_01057,Landmark,Building,Property,Architecture,Tree,Stately home,Medieval architecture,Castle,Estate,,Lundagérd,‘E’ng Marzia Cescon, Oct 2017
2436,Lund_02941,Sky,Residential area,Land lot,Cloud,Road,,,,,,Rabysjon och Raby s,S ) Senad Basic, Jun 2017
2437,Lund_00479,Estate,Building,Mansion,Palace,Property,Château,Stately home,Landmark,Architecture,Official residence,Lundagérd 3,%) Lise Galuga, Sep 2017
2438,Lund_01660,Architecture,Building,,,,,,,,,Stadsparken,K Katrine Hansson, Jun 2017
2439,Lund_02287,Architecture,Building,,,,,,,,,Klostergérdens bibli,:’ Anna Welander T, Mar 2018
2440,Lund_00394,Estate,Mansion,Landmark,Building,Property,Architecture,House,Sky,Official residence,Botany,Lundagérd,@ leva Paskauskait, Sep 2015
2441,Lund_01267,Building,House,Property,Estate,Mansion,Architecture,,,,,Lundagérd,@ ST EE ), Sep 2007
2442,Lund_02590,Transport,,,,,,,,,,- [I1ET T,” Hannes Carlsted, Aug 2018
2443,Lund_01757,Estate,Property,Mansion,Garden,House,Building,,,,,University Square,6 IR DL, Jul 2016
2444,Lund_02101,Tree,Spring,Grass,Landmark,Architecture,House,Estate,Sky,Building,Plant,Lundagérd 8,@ Martin Giles, Mar 2014
2445,Lund_01088,Building,,,,,,,,,,MAX 8,ﬁ Pepijn Fens, Jul 2018
2446,Lund_02626,Sport venue,Tennis court,Sky,Grass,First-class cricket,Public space,,,,,Linero IP 8,o Travel to,
2447,Lund_01051,Body of water,Natural landscape,Nature,Reflection,Water,Water resources,Bank,River,Tree,Natural environment,Stadsparken,ﬁ Jaime Mora Salv, Jun 2018
2448,Lund_01767,Landmark,Architecture,Classical architecture,Building,Facade,,,,,,OLYMPUS DIGITAL C,@ Mariusz Denkiew, May 2016
2449,Lund_00056,Property,House,Home,Residential area,Town,Land lot,,,,,"‘é"" [N","‘é"" [N", Aug 2018
2450,Lund_01342,Property,Building,Architecture,Town,,,,,,,Lund Cathedral,@ Krystian Czernek, Oct 2017
2451,Lund_02783,Natural landscape,Atmospheric phenomenon,Fog,Land lot,Pasture,Natural environment,Grassland,Tree,Grass,Sky,|G AT,|G AT, Dec 2016
2452,Lund_02963,Building,Warehouse,Product,Inventory,,,,,,,Biltema,‘ oA, Jan 2018
2453,Lund_01839,Estate,Mansion,Building,Property,Palace,Landmark,Château,Official residence,Stately home,Manor house,Lundagérd,Jitka Lepiarzova, May 2016
2454,Lund_01047,Architecture,Landmark,Sky,Building,Medieval architecture,Spire,Cathedral,Place of worship,Church,,Catedral de Lund.Su,M Marisa Barroso,
2455,Lund_02046,Architecture,Building,Transport,Town,,,,,,,Harrys,U André Malmgren, Jun 2018
2456,Lund_01294,Building,Town,Neighbourhood,City,Mixed-use,Human settlement,Property,Downtown,Plaza,Metropolitan area,ICA Kvantum Malmb,Sandra Loskin, Jul 2017
2457,Lund_02084,Lawn,Grass,Garden,Green,Natural landscape,Grassland,Grass family,Land lot,,,Lund City Park,Joel Kouamé Bo, Sep 2017
2458,Lund_00856,Landmark,Building,,,,,,,,,Lundagérd,'@ Olena Polishko, Sep 2017
2459,Lund_01128,Building,Town,Architecture,Public space,City,Human settlement,,,,,Underground Street |,Underground Street |, Jul 2017
2460,Lund_03091,Natural landscape,Grassland,Vegetation,Natural environment,Prairie,Nature,Grass,Nature reserve,Meadow,Green,L TR TR,O ) Olexiy Avramche!, Jun 2017
2461,Lund_02169,Sky,Landmark,Building,Architecture,,,,,,,Lund C,Hardy Térnqvist,
2462,Lund_00944,Building,Landmark,Estate,Architecture,Mansion,Stately home,,,,,[T T VT,A ' Anna Ostrowska, Jul 2018
2463,Lund_02398,Sky,Property,Cloud,House,Home,Residential area,Architecture,Real estate,Building,,Bléklintens preschoc,g Mats Lund, Jul 2016
2464,Lund_01764,Landmark,Building,Palace,Estate,Mansion,Château,Architecture,Stately home,,,Lundagérd 9,Lundagérd 9, Apr 2014
2465,Lund_01731,Classical architecture,Architecture,Building,Landmark,Facade,,,,,,Lundagérd,@ Juca Felix Galino, Jun 2016
2466,Lund_01479,Property,House,Home,Building,Water,,,,,,Kulturen,=1LV ), Aug 2018
2467,Lund_00397,Estate,Mansion,Building,Property,Landmark,House,Palace,Architecture,Château,Stately home,Lundagérd,‘a Andrii Salnikov,
2468,Lund_02050,Landmark,Medieval architecture,Architecture,Building,Place of worship,Church,Steeple,Classical architecture,,,[T T o1 T T T,A  Artur Muc, Jun 2010
2469,Lund_03167,Vegetation,Natural landscape,Nature reserve,Grass,Pasture,Geological phenomenon,Biome,Land lot,Grassland,,Rinnebick Gorge,#' Rhian Corbett-Co, Jul 2017
2470,Lund_02126,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2471,Lund_02731,Building,Property,,,,,,,,,ICA Supermarket Lin,“é ! Ragnar Staalgrer, Jun 2017
2472,Lund_00409,Landmark,Building,Architecture,City,Sky,Daytime,Classical architecture,Human settlement,Facade,Tower,Lund Cathedral,Lund Cathedral, Sep 2017
2473,Lund_01835,Architecture,Landmark,Building,Medieval architecture,Sky,,,,,,Lund Cathedral,@ Carsten Andreas,
2474,Lund_01229,Garden,Botanical garden,Lawn,Yard,Botany,Landscaping,,,,,Botanical Garden,Maria K, Aug 2017
2475,Lund_02851,Estate,Building,Mansion,Property,Palace,Landmark,House,Sky,Architecture,,Lund LTH,% William Térneber, Oct 2017
2476,Lund_01988,Landmark,Architecture,Building,Medieval architecture,Place of worship,Cathedral,Gothic architecture,Classical architecture,Facade,Church,[T T o1 T T,@‘}‘; lan Tan §, Jun 2016
2477,Lund_00715,Medieval architecture,Architecture,Building,Landmark,Classical architecture,Place of worship,Church,,,,Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
2478,Lund_00756,Town,Architecture,Building,Landmark,City,Sky,Human settlement,Street,Public space,,Kulturkrogen,"{:’, Pascal BASROGE", Jun 2018
2479,Lund_00973,Landmark,Medieval architecture,Architecture,Building,Church,Place of worship,Classical architecture,Spire,Cathedral,Steeple,Lundagérd,@ Sean MacMullan, Aug 2015
2480,Lund_00912,Medieval architecture,Building,Architecture,Landmark,,,,,,,\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017
2481,Lund_03170,Natural landscape,Sky,Nature,Water,Water resources,Natural environment,River,Cloud,Grass,Tree,&) Mats Syde,&) Mats Syde, Jun 2017
2482,Lund_00058,Grassland,Field,Pasture,Land lot,Grass,Natural environment,Lawn,Plain,Meadow,Natural landscape,"‘é"" [N","‘é"" [N", Aug 2018
2483,Lund_01361,Classical architecture,Landmark,Architecture,Building,Facade,,,,,,Lundagérd,a Centar Prevencij:, Oct 2016
2484,Lund_01378,Architecture,Building,Water,,,,,,,,Kulturen,‘ Marion Kaletta, Apr 2018
2485,Lund_01154,Building,Architecture,Landmark,City,Town,Human settlement,Sky,,,,[T L He 1 BT,A RIEY NG T, Sep 2018
